Date/Time,THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),Electricity:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep) 
 06/13  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/13  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/14  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/14  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/14  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/14  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/14  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/14  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/14  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/14  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377069.2541385037,0.0 
 06/14  09:00:00,0.0,0.0,0.0,4446263.73523799,1194560.763962612,5640824.499200601,0.0,0.0,0.0,1235.0732597883302,331.8224344340589,1566.895694222389,0.0,0.0,0.0,1468576.2793960078,419608.613990444,1888184.8933864518,0.0,0.0,0.0,407.9378553877799,116.5579483306789,524.4958037184588,8893142.786285559,7529009.392587053 
 06/14  10:00:00,0.0,0.0,0.0,5933521.444553539,1606529.2136263205,7540050.65817986,0.0,0.0,0.0,1648.200401264872,446.25811489620014,2094.458516161072,0.0,0.0,0.0,2046821.7646275735,627145.3031584999,2673967.0677860733,0.0,0.0,0.0,568.5616012854371,174.20702865513886,742.7686299405759,8893142.786285559,10214017.725965932 
 06/14  11:00:00,0.0,0.0,0.0,6467305.918695686,1633925.0378156,8101230.956511286,0.0,0.0,0.0,1796.4738663043572,453.86806605988886,2250.341932364246,0.0,0.0,0.0,2211481.6769059873,676143.6646885227,2887625.34159451,0.0,0.0,0.0,614.3004658072186,187.81768463570074,802.1181504429194,8893142.786285559,10988856.298105795 
 06/14  12:00:00,0.0,0.0,0.0,6995649.369295479,1494731.9203833288,8490381.289678806,0.0,0.0,0.0,1943.2359359154107,415.20331121759136,2358.439247133002,0.0,0.0,0.0,2561937.436148459,709637.256298944,3271574.692447403,0.0,0.0,0.0,711.6492878190164,197.12146008304,908.7707479020564,8893142.786285559,11761955.98212621 
 06/14  13:00:00,0.0,0.0,0.0,6311480.317154979,1016850.1817291891,7328330.498884168,0.0,0.0,0.0,1753.1889769874942,282.45838381366366,2035.647360801158,0.0,0.0,0.0,2256156.622003403,482746.3130325481,2738902.935035951,0.0,0.0,0.0,626.7101727787231,134.0961980645967,760.8063708433198,8480454.460908908,10067233.433920119 
 06/14  14:00:00,0.0,0.0,0.0,8064943.340254513,847978.7249141424,8912922.065168655,0.0,0.0,0.0,2240.262038959587,235.549645809484,2475.811684769071,0.0,0.0,0.0,3061069.497326721,437293.7398307946,3498363.2371575157,0.0,0.0,0.0,850.2970825907558,121.47048328633184,971.7675658770877,8893142.786285559,12411285.30232617 
 06/14  15:00:00,0.0,0.0,0.0,8733278.588622073,524807.7947413954,9258086.383363469,0.0,0.0,0.0,2425.910719061687,145.77994298372096,2571.690662045408,0.0,0.0,0.0,3307522.236105845,267295.471148414,3574817.707254259,0.0,0.0,0.0,918.756176696068,74.24874198567056,993.0049186817386,8893142.786285559,12832904.090617727 
 06/14  16:00:00,0.0,0.0,0.0,9158345.380634172,348422.133130337,9506767.513764508,0.0,0.0,0.0,2543.9848279539365,96.78392586953805,2640.7687538234745,0.0,0.0,0.0,3500500.1390841347,165433.6937427065,3665933.8328268416,0.0,0.0,0.0,972.361149745593,45.953803817418475,1018.3149535630115,8893142.786285559,13172701.34659135 
 06/14  17:00:00,0.0,0.0,0.0,9264277.093548717,456089.78720263875,9720366.880751355,0.0,0.0,0.0,2573.4103037635323,126.69160755628855,2700.101911319821,0.0,0.0,0.0,3560320.609302598,199999.7199286025,3760320.3292312003,0.0,0.0,0.0,988.9779470284994,55.55547775794514,1044.5334247864446,8893142.786285559,13480687.209982555 
 06/14  18:00:00,0.0,0.0,0.0,7488994.748482682,542066.9611310542,8031061.709613736,0.0,0.0,0.0,2080.276319022967,150.5741558697373,2230.8504748927044,0.0,0.0,0.0,2774937.0815885444,231229.14909085957,3006166.230679404,0.0,0.0,0.0,770.8158559968178,64.23031919190544,835.0461751887233,7329577.159154307,11037227.94029314 
 06/14  19:00:00,0.0,0.0,0.0,4851893.365677971,463253.50668873254,5315146.872366704,0.0,0.0,0.0,1347.7481571327698,128.68152963575903,1476.4296867685289,0.0,0.0,0.0,1666083.5714691195,188628.53867739686,1854712.1101465165,0.0,0.0,0.0,462.8009920747554,52.39681629927691,515.1978083740323,5353323.206646405,7169858.982513221 
 06/14  20:00:00,0.0,0.0,0.0,3846654.4557171385,421486.9641681899,4268141.419885329,0.0,0.0,0.0,1068.515126588094,117.07971226894165,1185.5948388570357,0.0,0.0,0.0,1599986.7691315005,215892.9988320759,1815879.7679635764,0.0,0.0,0.0,444.4407692031946,59.97027745335441,504.411046656549,5353323.206646405,6084021.187848905 
 06/14  21:00:00,0.0,0.0,0.0,1731000.9069213427,217501.69236143221,1948502.599282775,0.0,0.0,0.0,480.83358525592854,60.417136767064505,541.250722022993,0.0,0.0,0.0,771392.8276800797,116644.72663666304,888037.5543167428,0.0,0.0,0.0,214.27578546668883,32.40131295462862,246.67709842131745,3789757.579515154,2836540.153599518 
 06/14  22:00:00,0.0,0.0,0.0,1447316.58564658,191638.4489002264,1638955.0345468062,0.0,0.0,0.0,402.03238490182775,53.232902472285105,455.26528737411286,0.0,0.0,0.0,747783.0208957529,115829.77151573698,863612.7924114899,0.0,0.0,0.0,207.7175058043758,32.17493653214916,239.89244233652497,3789757.579515154,2502567.826958296 
 06/14  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/14  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/15  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/15  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/15  09:00:00,0.0,0.0,0.0,956824.4134152832,45074.141432281074,1001898.5548475642,0.0,0.0,0.0,265.7845592820231,12.520594842300298,278.3051541243234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,1001898.5548475642 
 06/15  10:00:00,0.0,0.0,0.0,2301388.7773267208,224931.76192359903,2526320.53925032,0.0,0.0,0.0,639.2746603685335,62.481044978777504,701.755705347311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,2526320.53925032 
 06/15  11:00:00,0.0,0.0,0.0,2644176.8660639776,335005.17385810585,2979182.0399220837,0.0,0.0,0.0,734.4935739066605,93.05699273836274,827.5505666450232,0.0,0.0,0.0,131387.25798693122,18385.93458184756,149773.1925687788,0.0,0.0,0.0,36.49646055192534,5.107204050513211,41.60366460243855,4940634.881269755,3128955.2324908627 
 06/15  12:00:00,0.0,0.0,0.0,3041667.553205561,516467.30944708845,3558134.8626526496,0.0,0.0,0.0,844.9076536682114,143.46314151308013,988.3707951812916,0.0,0.0,0.0,456782.5958363443,103216.31517429605,559998.9110106403,0.0,0.0,0.0,126.88405439898452,28.67119865952668,155.5552530585112,4940634.881269755,4118133.77366329 
 06/15  13:00:00,0.0,0.0,0.0,3363482.568618836,591266.2228565266,3954748.791475362,0.0,0.0,0.0,934.3007135052321,164.24061746014627,1098.5413309653784,0.0,0.0,0.0,708222.1137796703,188870.36926244784,897092.4830421181,0.0,0.0,0.0,196.7283649387973,52.46399146179107,249.19235640058838,4940634.881269755,4851841.27451748 
 06/15  14:00:00,0.0,0.0,0.0,4055338.4398185546,628858.2914091289,4684196.731227684,0.0,0.0,0.0,1126.4828999495985,174.68285872475803,1301.1657586743565,0.0,0.0,0.0,980394.2810562155,252217.56503148514,1232611.8460877007,0.0,0.0,0.0,272.33174473783765,70.0604347309681,342.39217946880575,4940634.881269755,5916808.5773153845 
 06/15  15:00:00,0.0,0.0,0.0,1838969.2397733096,230543.29839123393,2069512.5381645435,0.0,0.0,0.0,510.8247888259193,64.03980510867609,574.8645939345954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307567.1151342276,2069512.5381645435 
 06/15  16:00:00,0.0,0.0,0.0,2184174.2794644786,226756.3757942295,2410930.655258708,0.0,0.0,0.0,606.7150776290218,62.98788216506375,669.7029597940856,0.0,0.0,0.0,86433.26172890156,17359.626251363163,103792.88798026473,0.0,0.0,0.0,24.009239369139323,4.822118403156434,28.831357772295757,2307567.1151342276,2514723.543238973 
 06/15  17:00:00,0.0,0.0,0.0,2582359.288251166,267183.5869523976,2849542.875203564,0.0,0.0,0.0,717.3220245142129,74.21766304233267,791.5396875565456,0.0,0.0,0.0,236058.4103123845,50113.3081767373,286171.7184891218,0.0,0.0,0.0,65.57178064232903,13.920363382427027,79.49214402475606,2307567.1151342276,3135714.5936926855 
 06/15  18:00:00,0.0,0.0,0.0,1882979.7727566292,207188.42414227856,2090168.196898908,0.0,0.0,0.0,523.0499368768415,57.55234003952182,580.6022769163633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,2090168.196898908 
 06/15  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/15  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  17:00:00,0.0,0.0,0.0,218778.72717704158,0.0,218778.72717704158,0.0,0.0,0.0,60.77186866028933,0.0,60.77186866028933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,218778.72717704158 
 06/16  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/16  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 06/17  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/17  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/17  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/17  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/17  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 06/17  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/17  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 06/17  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29043.27705219621,0.0,29043.27705219621,0.0,0.0,0.0,8.067576958943391,0.0,8.067576958943391,3377069.2541385037,29043.27705219621 
 06/17  09:00:00,0.0,0.0,0.0,4770466.601723217,0.0,4770466.601723217,0.0,0.0,0.0,1325.1296115897826,0.0,1325.1296115897826,0.0,0.0,0.0,2369439.674520283,0.0,2369439.674520283,0.0,0.0,0.0,658.1776873667453,0.0,658.1776873667453,8893142.786285559,7139906.2762435 
 06/17  10:00:00,0.0,0.0,0.0,5840200.641866482,0.0,5840200.641866482,0.0,0.0,0.0,1622.2779560740228,0.0,1622.2779560740228,0.0,0.0,0.0,2482083.067435768,0.0,2482083.067435768,0.0,0.0,0.0,689.4675187321578,0.0,689.4675187321578,8893142.786285559,8322283.70930225 
 06/17  11:00:00,0.0,0.0,0.0,6462917.208467013,351412.3509218003,6814329.559388814,0.0,0.0,0.0,1795.254780129726,97.61454192272231,1892.8693220524483,0.0,0.0,0.0,2592805.5759131196,116901.17090279332,2709706.746815913,0.0,0.0,0.0,720.2237710869776,32.472547472998144,752.6963185599758,8893142.786285559,9524036.306204727 
 06/17  12:00:00,0.0,0.0,0.0,6873013.387922774,914100.6123842141,7787114.000306988,0.0,0.0,0.0,1909.1703855341038,253.9168367733928,2163.0872223074966,0.0,0.0,0.0,2702944.790582065,379117.82309156226,3082062.613673627,0.0,0.0,0.0,750.8179973839069,105.31050641432284,856.1285037982298,8893142.786285559,10869176.613980616 
 06/17  13:00:00,0.0,0.0,0.0,6048575.001834892,952917.5836144112,7001492.585449303,0.0,0.0,0.0,1680.1597227319144,264.6993287817809,1944.8590515136952,0.0,0.0,0.0,2253753.961483357,402531.362327918,2656285.323811275,0.0,0.0,0.0,626.0427670787103,111.81426731331055,737.8570343920209,8480454.460908908,9657777.909260578 
 06/17  14:00:00,0.0,0.0,0.0,7201601.420663794,1020618.9070692338,8222220.327733027,0.0,0.0,0.0,2000.444839073276,283.5052519636761,2283.950091036952,0.0,0.0,0.0,2901805.925607916,497239.81649720325,3399045.742105119,0.0,0.0,0.0,806.0572015577544,138.12217124922313,944.1793728069775,8893142.786285559,11621266.069838146 
 06/17  15:00:00,0.0,0.0,0.0,7291709.166995181,1035367.3458089064,8327076.512804087,0.0,0.0,0.0,2025.4747686097724,287.602040502474,2313.0768091122463,0.0,0.0,0.0,3038864.415068746,518480.80360995716,3557345.2186787035,0.0,0.0,0.0,844.1290041857628,144.02244544721032,988.1514496329731,8893142.786285559,11884421.73148279 
